phish_attachment,phish_link,social_contact,macro_exec,powershell_exec,signed_binary_proxy,dll_sideload,scheduled_task,new_service,credential_access,valid_accounts_use,smb_lateral,rdp_lateral,ssh_lateral,network_discovery,defense_evasion,packed_payload,c2_beaconing,cloud_exfil,crypto_targeting,failed_login_burst,outbound_conn_count,rare_parent_child_score,offhours_activity_score,archive_attachment_kb,script_chain_depth,target
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,5,0.168,0.249,425,2,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,15,0.291,0.126,906,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,12,0.368,0.527,516,3,0
0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,5,21,0.656,0.672,1317,7,1
0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,6,22,0.502,0.619,2238,7,1
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,8,24,0.668,0.667,2295,7,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,0.111,0.149,430,2,0
1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,6,22,0.561,0.291,1025,3,1
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,2,20,0.664,0.729,1262,7,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,9,0.117,0.364,825,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,15,0.179,0.132,331,1,0
0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,4,10,0.728,0.69,1396,5,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,11,0.223,0.208,654,3,0
0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,5,26,0.83,0.654,1337,5,1
0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,7,32,0.974,0.649,1685,6,1
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,6,22,0.804,0.781,2097,2,1
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15,0.364,0.295,875,3,0
0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7,24,0.423,0.879,1225,4,1
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,9,0.182,0.271,706,2,0
1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,20,0.639,0.694,1383,2,1
0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,20,0.954,0.581,1789,7,1
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,19,0.124,0.212,842,3,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,16,0.278,0.633,794,3,0
0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,7,26,0.569,0.741,397,7,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,22,0.529,0.292,110,2,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,13,0.496,0.31,371,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0.613,0.16,557,2,0
1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,6,20,0.854,0.5,1400,2,1
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,15,0.051,0.386,182,3,0
0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,6,22,0.814,0.62,2036,5,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,25,0.379,0.1,170,3,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,10,0.426,0.197,85,3,0
1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,18,0.254,0.112,121,1,0
0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,3,17,0.738,0.693,605,3,1
1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,3,23,0.617,0.455,1858,4,1
1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,8,17,0.985,0.799,915,4,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,22,0.122,0.047,699,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,16,0.21,0.7,303,2,0
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,12,19,0.8,0.704,2062,7,1
0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,11,25,0.78,0.592,1279,2,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,19,0.574,0.071,501,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.298,0.025,745,2,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,12,0.258,0.164,979,3,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,5,10,0.198,0.328,393,2,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,11,0.384,0.034,843,3,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,13,0.331,0.183,243,3,0
1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,6,16,0.811,0.469,2141,2,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,0.244,0.63,547,3,0
1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7,17,0.517,0.733,469,5,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,17,0.069,0.306,935,1,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0.23,0.319,689,1,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,21,0.504,0.357,521,2,0
1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,5,22,0.801,0.848,390,7,1
0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,3,8,0.235,0.186,695,1,0
1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,8,23,0.398,0.644,975,6,1
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4,21,0.586,0.69,683,7,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,12,0.13,0.238,671,1,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,10,0.17,0.265,930,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,10,0.579,0.17,214,1,0
0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,10,23,0.734,0.631,394,5,1
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,12,0.569,0.75,880,3,0
0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,14,0.189,0.547,415,2,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0.173,0.029,243,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,10,0.426,0.19,613,1,0
0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,3,13,0.136,0.44,491,2,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,12,0.489,0.234,879,2,0
1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,4,15,0.922,0.575,608,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,14,0.182,0.056,424,2,0
1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,7,29,0.639,0.809,2369,4,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,15,0.349,0.405,388,1,0
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,11,0.201,0.177,991,2,0
0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,5,12,0.667,0.816,675,6,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0.397,0.352,977,1,0
1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,6,29,0.532,0.88,697,5,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,16,0.35,0.538,83,3,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,22,0.236,0.089,158,3,0
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4,16,0.169,0.135,700,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,9,0.336,0.397,852,1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,11,0.327,0.143,365,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,19,0.382,0.232,183,1,0
1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5,21,0.606,0.919,1254,3,1
1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,2,13,0.277,0.234,716,1,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,0.384,0.262,561,3,0
0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,2,13,0.233,0.196,95,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,15,0.184,0.086,907,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,17,0.542,0.538,117,2,0
1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,5,20,0.514,0.392,2280,3,1
0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,11,0.39,0.091,395,1,0
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,16,0.638,0.17,191,2,0
0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,5,16,0.665,0.264,519,3,1
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,11,0.261,0.455,809,2,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,18,0.537,0.11,551,2,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,10,0.209,0.049,101,2,0
1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,10,24,0.345,0.385,1076,4,1
1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,20,0.8,0.876,867,6,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2,15,0.517,0.327,917,3,0
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,14,0.392,0.193,921,3,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,0.435,0.494,510,3,0
0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,14,0.337,0.557,457,2,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21,0.235,0.339,971,2,0
1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,7,21,0.948,0.907,1796,4,1
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5,16,0.379,0.438,119,2,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2,11,0.377,0.203,837,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,12,0.119,0.154,115,2,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,13,0.647,0.14,691,2,0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,14,0.399,0.221,719,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,16,0.288,0.681,985,2,0
0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,10,0.047,0.316,410,3,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,9,0.592,0.594,552,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,18,0.278,0.601,564,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15,0.387,0.139,347,2,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,10,0.238,0.175,559,3,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,17,0.108,0.31,779,2,0
0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,7,12,0.725,0.536,1694,3,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,5,13,0.512,0.295,236,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.174,0.155,714,1,0
0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,5,15,0.491,0.322,901,3,0
1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,6,24,0.446,0.422,729,6,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,11,0.402,0.435,106,3,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12,0.468,0.371,979,3,0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,3,11,0.087,0.291,300,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4,14,0.63,0.187,999,2,0
1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,11,0.612,0.229,921,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,10,0.089,0.351,679,1,0
0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,3,12,0.256,0.356,283,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0.071,0.165,503,3,0
1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,12,0.049,0.284,448,1,0
0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,9,25,0.754,0.979,1463,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,0.634,0.364,209,2,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10,21,0.815,0.399,1284,3,1
0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,6,22,0.777,0.805,306,2,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9,0.58,0.716,322,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0.264,0.129,910,1,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,19,0.142,0.332,348,3,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,9,0.501,0.126,778,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,17,0.42,0.137,250,1,0
1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,8,20,0.529,0.832,1623,5,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0.097,0.232,357,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,15,0.784,0.081,987,3,0
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,5,8,0.279,0.194,796,1,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,11,0.341,0.179,474,3,0
1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,9,19,0.821,0.942,1005,6,1
0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,7,22,0.504,0.712,714,2,1
1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,5,11,0.278,0.227,387,2,0
1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,21,0.271,0.827,1699,6,1
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,8,0.429,0.256,118,3,0
1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,7,20,0.636,0.478,1707,7,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,9,0.161,0.242,498,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,16,0.472,0.449,127,2,0
1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,4,23,0.663,0.838,1481,5,1
1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,4,20,0.567,0.646,583,2,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8,0.181,0.72,768,3,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,14,0.119,0.444,871,2,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,21,0.783,0.84,1717,6,1
1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,10,14,0.932,0.506,468,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,14,0.298,0.238,233,2,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,12,0.217,0.614,590,1,0
1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,6,26,0.816,0.544,1456,3,1
1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,6,19,0.829,0.641,2260,4,1
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0.296,0.253,649,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,9,0.458,0.068,579,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,5,13,0.274,0.131,408,1,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,3,10,0.472,0.147,558,1,0
0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,7,16,0.749,0.966,279,3,1
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,2,15,0.226,0.226,337,2,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,14,0.197,0.289,693,2,0
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,18,0.231,0.151,737,1,0
1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,5,24,0.803,0.228,348,4,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0.161,0.178,149,3,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0.765,0.562,460,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,21,0.293,0.368,518,2,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,15,0.494,0.46,770,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0.391,0.302,752,1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,9,0.445,0.35,342,2,0
0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3,25,0.73,0.474,1884,2,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,13,0.18,0.25,188,1,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,7,11,0.778,0.565,1670,5,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,15,0.048,0.366,107,3,0
0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,6,31,0.769,0.359,642,3,1
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,17,0.388,0.142,781,3,0
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,11,0.101,0.25,99,1,0
1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,4,20,0.868,0.814,120,6,1
0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,21,0.354,0.262,721,2,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.087,0.26,210,3,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0.145,0.32,610,1,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,13,0.263,0.27,482,3,0
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,16,0.18,0.125,659,2,0
1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,4,10,0.119,0.302,585,2,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0.354,0.08,482,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,13,0.14,0.306,552,3,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,14,0.482,0.362,471,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,3,8,0.274,0.507,99,3,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0.434,0.243,531,3,0
1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,2,17,0.755,0.704,946,4,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,18,0.329,0.191,173,3,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,20,0.232,0.188,194,3,0
0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,12,29,0.97,0.365,641,5,1
1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,5,12,0.221,0.056,716,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,9,0.086,0.437,269,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,17,0.372,0.381,558,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,9,0.1,0.381,270,3,0
1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,9,23,0.777,0.455,1740,3,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,14,0.16,0.301,691,1,0
0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,8,22,0.539,0.711,390,3,1
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,23,0.101,0.335,333,3,0
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,7,18,0.967,0.642,609,3,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12,0.579,0.138,243,2,0
1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,4,8,0.27,0.568,923,2,0
0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,5,22,0.796,0.492,1117,6,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,11,0.208,0.259,544,2,0
0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,10,0.029,0.087,173,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,0.102,0.036,971,2,0
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,25,0.252,0.653,913,2,1
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,7,0.368,0.438,399,3,0
1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,5,20,0.954,0.649,1983,7,1
0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,12,0.593,0.154,203,3,0
1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,6,19,0.551,0.701,1370,3,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,15,0.503,0.322,947,2,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13,0.156,0.216,465,2,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,17,0.367,0.278,438,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,14,0.256,0.517,806,1,0
0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,0.494,0.171,756,1,0
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,16,0.249,0.19,260,1,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,6,15,0.139,0.105,117,3,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,15,0.157,0.164,910,1,0
1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,2,9,0.13,0.147,919,2,0
0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,12,0.37,0.341,804,3,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,4,10,0.563,0.29,811,3,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4,11,0.532,0.367,197,1,0
1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,6,24,0.829,0.715,1318,6,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,19,0.492,0.395,328,1,0
1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,8,29,0.617,0.792,482,5,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,12,0.254,0.492,885,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,9,0.531,0.127,885,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0.246,0.162,927,1,0
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,14,0.055,0.436,173,2,0
1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,12,0.243,0.164,906,2,0
